HIP-head-m-rh	HIP-head-l-rh	HIP-body-rh	HIP-tail-rh	THA-VPm-rh	THA-VPl-rh	THA-VAi-rh	THA-VAs-rh	THA-DAm-rh	THA-DAl-rh	PUT-VA-rh	PUT-DA-rh	PUT-VP-rh	PUT-DP-rh	CAU-VA-rh	CAU-DA-rh	CAU-body-rh	CAU-tail-rh	lAMY-rh	mAMY-rh	THA-DP-rh	NAc-shell-rh	NAc-core-rh	pGP-rh	aGP-rh	HIP-head-m-lh	HIP-head-l-l	HIP-body-l	HIP-tail-lh	THA-VPm-lh	THA-VPl-lh	THA-VAi-lh	THA-VAs-lh	THA-DAm-lh	THA-DAl-lh	PUT-VA-lh	PUT-DA-l	PUT-VP-lh	PUT-DP-lh	CAU-VA-lh	CAU-DA-lh	CAU-body-lh	CAU-tail-lh	lAMY-lh	mAMY-lh	THA-DP-lh	NAc-shell-lh	NAc-core-lh	pGP-lh	aGP-lh
3.5467588901519775	3.3852667808532715	2.921391487121582	2.7161502838134766	3.088696002960205	2.6607728004455566	3.13023042678833	3.2420337200164795	3.2461283206939697	2.7089595794677734	3.536911964416504	3.671917200088501	3.7684366703033447	3.709141731262207	3.2205801010131836	2.7708191871643066	2.746239423751831	2.777245044708252	3.9488022327423096	4.524003505706787	2.8629117012023926	3.5813305377960205	3.33964204788208	3.0317840576171875	3.54386830329895	4.293839454650879	3.3292946815490723	2.7379415035247803	2.759126663208008	2.9911842346191406	3.000520944595337	3.570568799972534	3.150416851043701	3.160824775695801	3.0018327236175537	3.4121761322021484	3.2001030445098877	3.12680721282959	3.0106687545776367	3.5210118293762207	3.335458517074585	3.1044318675994873	3.0950798988342285	3.878380060195923	3.7841556072235107	2.716970443725586	3.61039400100708	3.3897759914398193	3.0181868076324463	3.144493818283081
