HIP-head-m-rh	HIP-head-l-rh	HIP-body-rh	HIP-tail-rh	THA-VPm-rh	THA-VPl-rh	THA-VAi-rh	THA-VAs-rh	THA-DAm-rh	THA-DAl-rh	PUT-VA-rh	PUT-DA-rh	PUT-VP-rh	PUT-DP-rh	CAU-VA-rh	CAU-DA-rh	CAU-body-rh	CAU-tail-rh	lAMY-rh	mAMY-rh	THA-DP-rh	NAc-shell-rh	NAc-core-rh	pGP-rh	aGP-rh	HIP-head-m-lh	HIP-head-l-l	HIP-body-l	HIP-tail-lh	THA-VPm-lh	THA-VPl-lh	THA-VAi-lh	THA-VAs-lh	THA-DAm-lh	THA-DAl-lh	PUT-VA-lh	PUT-DA-l	PUT-VP-lh	PUT-DP-lh	CAU-VA-lh	CAU-DA-lh	CAU-body-lh	CAU-tail-lh	lAMY-lh	mAMY-lh	THA-DP-lh	NAc-shell-lh	NAc-core-lh	pGP-lh	aGP-lh
0.23374903202056885	0.22507022321224213	0.24153265357017517	0.21932968497276306	0.21314528584480286	0.20387111604213715	0.21642667055130005	0.2691361606121063	0.29125910997390747	0.24683460593223572	0.2547302842140198	0.29028454422950745	0.25929030776023865	0.26388123631477356	0.29483461380004883	0.2368500977754593	0.323533296585083	0.27092984318733215	0.2160591334104538	0.2088000625371933	0.21088983118534088	0.21549253165721893	0.22898975014686584	0.20089776813983917	0.2053217589855194	0.2396877259016037	0.19328488409519196	0.21978740394115448	0.2408229261636734	0.23800642788410187	0.2053438425064087	0.2196633517742157	0.25379395484924316	0.3377612233161926	0.2335377335548401	0.245843768119812	0.29533660411834717	0.25235357880592346	0.2704143524169922	0.30354323983192444	0.27139151096343994	0.33655646443367004	0.27839425206184387	0.22369715571403503	0.23009584844112396	0.24345232546329498	0.24825367331504822	0.22022758424282074	0.18662966787815094	0.203640416264534
