sub	task	space	den	mean_fd	mean_fd_post_censoring	mean_relative_rms	max_relative_rms	mean_dvars_initial	mean_dvars_final	num_dummy_volumes	num_censored_volumes	num_retained_volumes	fd_dvars_correlation_initial	fd_dvars_correlation_final
21	sadln	fsLR	91k	0.15486170218746642	0.1303448080752309	0.08741591289537712	0.160764	1.1232982162550866	0.9666796520566572	5	114	411	0.3860736666850227	0.031901834087254936
