sub	task	space	den	mean_fd	mean_fd_post_censoring	mean_relative_rms	max_relative_rms	mean_dvars_initial	mean_dvars_final	num_dummy_volumes	num_censored_volumes	num_retained_volumes	fd_dvars_correlation_initial	fd_dvars_correlation_final
36	sadln	fsLR	91k	0.099100173598113	0.08724112184077644	0.05367230416342412	0.119329	1.0724494333812054	1.0657895962973856	0	15	515	0.8595372763828308	0.17461135622861346
