rot_x	rot_y	rot_z	trans_x	trans_y	trans_z	rmsd	framewise_displacement
6.68029e-05	-0.000595288	-0.000325865	0.0206095	0.0366347	-0.110917	0.0568496	0.104987955
-0.000365149	-0.000247421	-0.00048342	0.019254	0.122193	-0.0585767	0.109884	0.1861227949999999
-0.00059942	-0.000344384	-0.000569502	0.0195621	0.0308793	-0.0685805	0.0908503	0.1224914
-0.000780118	-0.000311344	-0.000271925	0.0187473	-0.0221932	-0.0654015	0.0550642	0.08263205
-0.000941038	-0.000192757	-0.000745078	0.00763311	0.0501865	-0.0269744	0.0894352999999999	0.15955399
-0.000382264	-0.000192757	-0.000315465	0.0160146	0.0734697	-0.0269987	0.0432256	0.08110834
-0.000478607	-0.000272536	-0.000308417	0.0182244	-0.0335755	-0.0516956	0.109086	0.1431104
-0.000376847	-0.000192757	-0.000375019	0.00464885	0.0410006	-0.0326489	0.0775292999999999	0.1196054
-0.000428514	-5.79843e-06	-0.000387674	0.0156577	0.10624	-0.0168452	0.0694703	0.1046159785
-0.000112783	-8.120989999999998e-05	-0.000619316	0.0192409	-0.00735782	-0.0566779	0.125554	0.1881529435
-0.000457861	-0.000192757	-0.000745078	0.01676	0.0102169	-0.0330488	0.0398428	0.072804075
-0.000441583	6.41528e-05	-0.000293153	0.00817368	0.132059	-0.0149916	0.12574	0.18474126
-0.000368005	-2.21991e-05	-0.000430351	0.0220087	0.0781864	-0.0216327	0.0568355	0.089205115
-0.000289069	-4.97284e-05	-0.000745078	0.0230263	0.0152529	-0.0240209	0.0657416	0.087398915
-0.000106508	-0.000442757	-0.000509367	0.0180644	0.0662975	-0.000969343	0.0594997	0.1196230869999999
-0.000278386	-0.000192757	-0.000396218	0.0081341899999999	0.121482	-0.013039	0.059992	0.1039357170000001
0.000176665	-0.000192757	-0.000492586	0.0194081	-0.0145532	-0.0421734	0.145986	0.2040144600000001
0.000323482	-0.000442757	-0.000411771	0.00729384	0.00295806	-0.0151347	0.0360949	0.0805458199999999
-0.000155276	-0.000363047	-0.000318514	0.0152028	0.105654	0.00984389	0.11391	0.16816974
-0.000355575	-0.000114352	-0.00061568	0.0072160799999999	0.0162686	-0.0302431	0.0985171	0.1747671100000001
-2.33978e-05	-0.000192757	-0.000449891	0.0153395	-0.026122	-0.0465354	0.0538209	0.0956248800000001
0.000278366	-0.000442757	-0.000220563	0.00651811	0.0636133	-0.0101223	0.0964133	0.1740243799999999
-4.39647e-05	-8.82953e-05	-0.000220106	0.0161626	0.123582	-0.0219541	0.0685187	0.11530746
6.13521e-05	-0.000192757	-0.000456074	0.014815	-0.00667672	-0.0458289	0.134252	0.177768445
0.000410643	-0.000192757	-0.000214764	0.0167721	0.0243079	-0.0393174	0.0359495	0.0689832649999999
0.000410643	-0.000192757	-0.000113684	0.00422376	0.113023	-0.00478289	0.0959878	0.14085195
0.000319349	-0.000192757	-0.00015132	0.0187813	0.0513321	-0.0512805	0.0774751999999999	0.12919255
0.000410643	-7.10221e-05	-0.000342069	0.0264538	-0.0173382	-0.0790436999999999	0.0763602	0.1242948949999999
0.000257423	1.48878e-06	-0.000174049	0.0202316	0.0607279	-0.0381747	0.0908863	0.1448448439999999
0.000283362	-8.562619999999998e-05	-0.000165519	0.0246704	0.110685	-0.0368282	0.0501351	0.061821599
0.000512086	-0.000192757	-0.000259991	0.0288044	0.00295124	-0.0784949999999999	0.118951	0.1750508999999999
0.000749271	-0.000192757	-0.000261593	0.0264331	0.0216349	-0.0838823999999999	0.0224726	0.03838171
0.0007258899999999	8.07101e-05	-0.000248131	0.0236712	0.0916729	-0.0460974	0.0810943999999999	0.1261004050000049
0.000410643	-0.000192757	-8.09163e-05	0.0220576	0.108325	-0.0243621	0.0391857	0.077797439999995
0.000410643	-5.34264e-05	-0.000348731	0.0231441	-0.010218	-0.0489821	0.121991	0.164606765
0.000410643	-0.000442757	-0.000202774	0.0135019	0.0401082	0.00618353	0.0782617	0.14189841
3.6652e-06	-0.000358513	-0.000135993	0.00729007	0.113508	0.0207139	0.0819034	0.12204214
8.77005e-05	-0.000192757	-0.000261442	0.0204322	0.0193877	0.00145175	0.0983869	0.145286595
0.000470422	-0.000442757	-0.00043947	0.0190555	-0.00985797	-0.0083818399999999	0.0434926	0.0809934349999999
0.000294313	-0.000192757	-0.0002441	0.0107227	0.0701259	0.0240744	0.0903534	0.1518468599999999
0.000267811	-0.000192757	-0.000155516	0.0131272	0.106571	0.0131745	0.0385714	0.0555037999999999
0.000405042	-0.000192757	-0.000445464	0.0190669	-0.00716101	-0.0133458	0.119275	0.16755096
0.000703583	-0.000192757	-0.000122366	0.019084	-0.00242992	-0.00891775	0.0227635	0.04025819
0.0003978	-0.000192757	-0.000170261	0.00192884	0.0988097	0.032884	0.115609	0.17788043
0.000185677	-0.000192757	-7.58012e-05	0.0124176	0.111548	0.016835	0.0256849	0.0546051999999999
0.000787962	-0.000373119	-0.000258766	0.0180478	0.00263476	0.0019076	0.120312	0.17775143
0.000680634	-8.124419999999998e-05	-0.000213536	0.00191218	0.0412259	0.0337451	0.0555626	0.1087859
0.000357326	-0.000202454	-0.000295512	0.00193617	0.127018	0.0555607	0.0937169	0.1339563799999999
0.000357326	-0.000202454	-0.000194567	0.00192865	0.0762824	0.0202906	0.0620285	0.0910604699999999
0.000663968	-0.000202454	2.91476e-05	0.00568003	0.0175228	-0.00569468	0.0709589	0.11501409
0.000860641	-0.000118142	-0.000118893	0.0148652	0.0586461	0.0228944	0.0499442	0.10034883
0.000489505	-0.000282649	2.56618e-05	0.0195991	0.114464	0.0300668	0.0638477	0.1017340899999999
0.000923587	-0.000144278	-6.1477e-05	0.0260631	0.00871059	-0.00747128	0.119666	0.18273508
0.0011702	4.75458e-05	0.000326237	0.0251801	0.0260564	-0.00370392	0.0300326	0.0633037099999999
0.000880597	3.06547e-05	0.000222055	0.0167897	0.111776	0.0303131	0.0973929	0.148660825
0.000751109	-0.000202454	-1.64591e-05	0.0210527	0.106047	0.0274262	0.0187558	0.04293444
0.00102059	-0.000108454	-0.000115348	0.0265692	0.00480645	0.0174474	0.10536	0.139854345
0.00103078	-7.88364e-05	-0.000121443	0.026602	0.023404	0.0225102	0.0192376	0.02598828
0.000748669	-0.000202454	-0.00012491	0.0166902	0.125453	0.0410256	0.108174	0.1509359799999999
0.00103078	7.30496e-06	0.000233804	0.0275049	0.0192913	0.0085857799999999	0.118156	0.1919454180000001
0.00122032	-3.56822e-05	0.000182725	0.027238	0.0073562	-0.00109921	0.0207029	0.0360672979999998
0.0007756609999999	-0.000202454	-0.000118501	0.0190979	0.114338	0.0278401	0.119817	0.189694050000005
0.000881058	-0.000202454	-0.000111135	0.0276127	0.0938236	0.0202981	0.0252036	0.042209350000005
0.00125382	6.10696e-05	0.000197845	0.0296253	0.0238573	-0.0199358	0.0902917	0.15947608
0.00103078	5.2161e-05	0.00012677	0.0257908	0.0465379	0.0136428	0.0455929	0.07524488
0.000536895	-4.44783e-05	-0.000168955	0.0208278	0.150237	0.0367829	0.115629	0.176114665
0.001126	-0.000202454	-0.000188504	0.0325951	0.0486389	-0.00547052	0.121513	0.1939503049999999
0.00112326	-5.21378e-05	0.000188556	0.0327854	0.0078633599999999	-0.0077630499999999	0.0461367	0.0697641799999999
0.000856876	1.46726e-05	0.000117166	0.0242816	0.051792	0.0163924	0.0561432	0.09681711
0.000539438	-0.000202454	-0.000125033	0.0212092	0.143416	0.0139755	0.0971614	0.1359514799999999
0.00103063	-0.000279199	-0.000181109	0.0260062	0.0424262	-0.00311044	0.110241	0.1540733899999999
0.00116654	-0.000372744	-0.000186323	0.021967	0.00617656	-0.0103763	0.0395335	0.05928815
0.000856876	-0.000202454	-0.000192783	0.0202834	0.0646541	0.00405203	0.065988	0.09891017
0.000591393	-9.5637e-05	-0.000286252	0.0229992	0.127442	0.0311286	0.0732224999999999	0.1158687199999999
0.00106662	-0.000202454	-0.000179973	0.0309283	0.0491126	-0.00319553	0.0950828	0.15499878
0.00145152	0.000178862	5.73722e-05	0.0313572	0.00413746	-0.0197879	0.0607102	0.11217447
0.00110385	-0.000202454	-0.000144383	0.0269982	0.0599575	-0.011936	0.0666883	0.114568
0.00110385	-0.000202454	-0.000170675	0.0326747	0.132221	0.00540339	0.0745230999999999	0.09659399
0.00117157	0.000227263	3.49042e-05	0.0407216	0.0468081	-0.0478307	0.105304	0.1818447
0.00168898	-0.000202454	1.55132e-05	0.0423985	0.0268395	-0.0578731	0.044771	0.0800138
0.00131201	-0.000202454	-0.000212259	0.0321504	0.101996	-0.0191466	0.0929492	0.15436821
0.00106417	-0.000202454	-0.000189175	0.0271969	0.116937	-0.0136982	0.0231372	0.0388891
0.00113243	0.000219585	0.000175569	0.036941	0.0183023	-0.0625652	0.11584	0.19999795
0.00147403	0.000249153	0.000162706	0.0361108	0.0303404	-0.0359982	0.029837	0.05863685
0.00107562	-0.000169122	-0.000190327	0.0334787	0.119771	0.0028922	0.108381	0.189439
0.00149765	3.91033e-06	-0.000241866	0.038145	0.0449077	-0.0312926	0.0906066	0.1460444665
0.0014194	0.000190465	0.000142601	0.0398264	0.0102612	-0.0822545999999999	0.064846	0.1197534834999999
0.000982017	0.000313965	8.190109999999998e-05	0.0318408	0.0902226	-0.0179627	0.111328	0.1833180449999999
0.000982018	-0.00024609	-8.625039999999998e-05	0.0329824	0.155616	-0.0198256	0.0720094	0.104808275
0.00154052	0.00025391	0.000154119	0.0423531	0.0282688	-0.0795238	0.153576	0.26135967
0.00167339	3.91033e-06	-0.000134988	0.0421392	0.0212478	-0.105453	0.0357429	0.0667629335
0.00110198	-0.000103206	-0.00024674	0.0327226	0.124306	-0.0102389	0.151718	0.2472028165
0.00110198	3.91033e-06	-0.000104938	0.03274	0.112522	-0.0384722	0.031985	0.0524806165
