Node	CEREBELLUM_LEFT	THALAMUS_LEFT	CAUDATE_LEFT	PUTAMEN_LEFT	PALLIDUM_LEFT	BRAIN_STEM	HIPPOCAMPUS_LEFT	AMYGDALA_LEFT	ACCUMBENS_LEFT	DIENCEPHALON_VENTRAL_LEFT	CEREBELLUM_RIGHT	THALAMUS_RIGHT	CAUDATE_RIGHT	PUTAMEN_RIGHT	PALLIDUM_RIGHT	HIPPOCAMPUS_RIGHT	AMYGDALA_RIGHT	ACCUMBENS_RIGHT	DIENCEPHALON_VENTRAL_RIGHT
CEREBELLUM_LEFT	1.0	0.19136790931224823	0.19623851776123047	-0.04166928678750992	0.2890097200870514	0.48020896315574646	-0.24880588054656982	-0.1564692109823227	0.0653948113322258	0.2954035997390747	0.6171087622642517	0.38606661558151245	0.3021432161331177	0.07035992294549942	0.25587180256843567	0.003689049044623971	-0.290242075920105	-0.05448780208826065	0.03216700255870819
THALAMUS_LEFT	0.19136790931224823	1.0	0.6416568756103516	0.4622880220413208	0.2320096343755722	0.15572242438793182	-0.2327045500278473	-0.09639587253332138	0.08381715416908264	0.15514084696769714	0.2691495418548584	0.7171825170516968	0.5961843132972717	0.4483538568019867	0.13647864758968353	-0.008599760010838509	-0.06158352270722389	-0.27513906359672546	-0.11134112626314163
CAUDATE_LEFT	0.19623851776123047	0.6416568756103516	1.0	0.5502676367759705	0.22626009583473206	0.07827342301607132	-0.0764191672205925	0.0341554656624794	0.17243340611457825	0.09748724848031998	0.25495830178260803	0.5356006026268005	0.8426898717880249	0.7057380080223083	0.30586737394332886	0.14079707860946655	-0.003212482901290059	0.05235801264643669	-0.1315949559211731
PUTAMEN_LEFT	-0.04166928678750992	0.4622880220413208	0.5502676367759705	1.0	0.14722903072834015	0.10120585560798645	0.2338690161705017	0.3140336871147156	-0.01461738906800747	0.09902604669332504	0.07777268439531326	0.4867871105670929	0.4784550964832306	0.8472701907157898	0.27722176909446716	0.2384263128042221	0.08244673907756805	0.13776007294654846	0.10380043089389801
PALLIDUM_LEFT	0.2890097200870514	0.2320096343755722	0.22626009583473206	0.14722903072834015	1.0	0.3989870250225067	-0.14011475443840027	-0.2304912656545639	0.19600017368793488	0.4540252983570099	0.31214699149131775	0.28728166222572327	0.25661391019821167	0.2933254539966583	0.5337498784065247	-0.15826787054538727	-0.2703254520893097	-0.3523276746273041	-0.28432491421699524
BRAIN_STEM	0.48020896315574646	0.15572242438793182	0.07827342301607132	0.10120585560798645	0.3989870250225067	1.0	-0.12630444765090942	0.0008236014400608838	0.036235325038433075	0.3440467119216919	0.4904632866382599	0.31724813580513	0.12253009527921677	0.16722288727760315	0.19215820729732513	0.14208248257637024	-0.2436690479516983	-0.012077398598194122	0.03159267455339432
HIPPOCAMPUS_LEFT	-0.24880588054656982	-0.2327045500278473	-0.0764191672205925	0.2338690161705017	-0.14011475443840027	-0.12630444765090942	1.0	0.49622243642807007	-0.33768531680107117	-0.026692649349570274	-0.22306475043296814	-0.18484465777873993	-0.1563587784767151	0.13733841478824615	0.10496918857097626	0.5441973209381104	0.03983369097113609	0.15376527607440948	0.2637934982776642
AMYGDALA_LEFT	-0.1564692109823227	-0.09639587253332138	0.0341554656624794	0.3140336871147156	-0.2304912656545639	0.0008236014400608838	0.49622243642807007	1.0	-0.14913243055343628	-0.17019237577915192	-0.11577194929122925	-0.20833846926689148	-0.002197163412347436	0.18478502333164215	-0.19272474944591522	0.4650631546974182	0.2910941541194916	0.25059249997138977	0.420905739068985
ACCUMBENS_LEFT	0.0653948113322258	0.08381715416908264	0.17243340611457825	-0.01461738906800747	0.19600017368793488	0.036235325038433075	-0.33768531680107117	-0.14913243055343628	1.0	0.005444563925266266	-0.003602685872465372	0.02089715376496315	0.1901049166917801	0.0551585927605629	0.04521849378943443	-0.20277556777000427	-0.02252912148833275	-0.09108670055866241	-0.1722918003797531
DIENCEPHALON_VENTRAL_LEFT	0.2954035997390747	0.15514084696769714	0.09748724848031998	0.09902604669332504	0.4540252983570099	0.3440467119216919	-0.026692649349570274	-0.17019237577915192	0.005444563925266266	1.0	0.12573915719985962	0.373874306678772	0.20495136082172394	0.3012945055961609	0.3953845798969269	-0.2933051586151123	-0.4060109257698059	-0.14161626994609833	-0.0010174595518037677
